Fila,n,C(n)
FLEV2,9233,3
FLEV3,9233,4
FLEV4,9233,8
FLC,9234,1
FLEV1,9234,3
FLEV2,9234,3
FLEV3,9234,4
FLEV4,9234,8
FLC,9235,1
FLEV1,9235,3
FLEV2,9235,3
FLEV3,9235,4
FLEV4,9235,8
FLC,9236,1
FLEV1,9236,3
FLEV2,9236,3
FLEV3,9236,4
FLEV4,9236,8
FLC,9237,1
FLEV1,9237,3
FLEV2,9237,3
FLEV3,9237,4
FLEV4,9237,8
FLC,9238,1
FLEV1,9238,3
FLEV2,9238,3
FLEV3,9238,4
FLEV4,9238,8
FLC,9239,1
FLEV1,9239,3
FLEV2,9239,3
FLEV3,9239,4
FLEV4,9239,8
FLC,9240,1
FLEV1,9240,3
FLEV2,9240,3
FLEV3,9240,4
FLEV4,9240,8
FLC,9241,1
FLEV1,9241,3
FLEV2,9241,3
FLEV3,9241,4
FLEV4,9241,8
FLC,9242,1
FLEV1,9242,3
FLEV2,9242,3
FLEV3,9242,4
FLEV4,9242,8
FLC,9243,1
FLEV1,9243,3
FLEV2,9243,3
FLEV3,9243,4
FLEV4,9243,8
FLC,9244,1
FLEV1,9244,3
FLEV2,9244,3
FLEV3,9244,4
FLEV4,9244,8
FLC,9245,1
FLEV1,9245,3
FLEV2,9245,3
FLEV3,9245,4
FLEV4,9245,8
FLC,9246,1
FLEV1,9246,3
FLEV2,9246,3
FLEV3,9246,4
FLEV4,9246,8
FLC,9247,1
FLEV1,9247,3
FLEV2,9247,3
FLEV3,9247,4
FLEV4,9247,8
FLC,9248,1
FLEV1,9248,3
FLEV2,9248,3
FLEV3,9248,4
FLEV4,9248,8
FLC,9249,1
FLEV1,9249,3
FLEV2,9249,3
FLEV3,9249,4
FLEV4,9249,8
FLC,9250,1
FLEV1,9250,3
FLEV2,9250,3
FLEV3,9250,4
FLEV4,9250,8
FLC,9251,1
FLEV1,9251,3
FLEV2,9251,3
FLEV3,9251,4
FLEV4,9251,8
FLC,9252,1
FLEV1,9252,3
FLEV2,9252,3
FLEV3,9252,4
FLEV4,9252,8
FLC,9253,1
FLEV1,9253,3
FLEV2,9253,3
FLEV3,9253,4
FLEV4,9253,8
FLC,9254,1
FLEV1,9254,3
FLEV2,9254,3
FLEV3,9254,4
FLEV4,9254,8
FLC,9255,1
FLEV1,9255,3
FLEV2,9255,3
FLEV3,9255,4
FLEV4,9255,8
FLC,9256,1
FLEV1,9256,3
FLEV2,9256,3
FLEV3,9256,4
FLEV4,9256,8
FLC,9257,1
FLEV1,9257,3
FLEV2,9257,3
FLEV3,9257,4
FLEV4,9257,8
FLC,9258,1
FLEV1,9258,3
FLEV2,9258,3
FLEV3,9258,4
FLEV4,9258,8
FLC,9259,1
FLEV1,9259,3
FLEV2,9259,3
FLEV3,9259,4
FLEV4,9259,8
FLC,9260,1
FLEV1,9260,3
FLEV2,9260,3
FLEV3,9260,4
FLEV4,9260,8
FLC,9261,1
FLEV1,9261,3
FLEV2,9261,3
FLEV3,9261,4
FLEV4,9261,8
FLC,9262,1
FLEV1,9262,3
FLEV2,9262,3
FLEV3,9262,4
FLEV4,9262,8
FLC,9263,1
FLEV1,9263,3
FLEV2,9263,3
FLEV3,9263,4
FLEV4,9263,8
FLC,9264,1
FLEV1,9264,3
FLEV2,9264,3
FLEV3,9264,4
FLEV4,9264,8
FLC,9265,1
FLEV1,9265,3
FLEV2,9265,3
FLEV3,9265,4
FLEV4,9265,8
FLC,9266,1
FLEV1,9266,3
FLEV2,9266,3
FLEV3,9266,4
FLEV4,9266,8
FLC,9267,1
FLEV1,9267,3
FLEV2,9267,3
FLEV3,9267,4
FLEV4,9267,8
FLC,9268,1
FLEV1,9268,3
FLEV2,9268,3
FLEV3,9268,4
FLEV4,9268,8
FLC,9269,1
FLEV1,9269,3
FLEV2,9269,3
FLEV3,9269,4
FLEV4,9269,8
FLC,9270,1
FLEV1,9270,3
FLEV2,9270,3
FLEV3,9270,4
FLEV4,9270,8
FLC,9271,1
FLEV1,9271,3
FLEV2,9271,3
FLEV3,9271,4
FLEV4,9271,8
FLC,9272,1
FLEV1,9272,3
FLEV2,9272,3
FLEV3,9272,4
FLEV4,9272,8
FLC,9273,1
FLEV1,9273,3
FLEV2,9273,3
FLEV3,9273,4
FLEV4,9273,8
FLC,9274,1
FLEV1,9274,3
FLEV2,9274,3
FLEV3,9274,4
FLEV4,9274,8
FLC,9275,1
FLEV1,9275,3
FLEV2,9275,3
FLEV3,9275,4
FLEV4,9275,8
FLC,9276,1
FLEV1,9276,3
FLEV2,9276,3
FLEV3,9276,4
FLEV4,9276,8
FLC,9277,1
FLEV1,9277,3
FLEV2,9277,3
FLEV3,9277,4
FLEV4,9277,8
FLC,9278,1
FLEV1,9278,3
FLEV2,9278,3
FLEV3,9278,4
FLEV4,9278,8
FLC,9279,1
FLEV1,9279,3
FLEV2,9279,3
FLEV3,9279,4
FLEV4,9279,8
FLC,9280,1
FLEV1,9280,3
FLEV2,9280,3
FLEV3,9280,4
FLEV4,9280,8
FLC,9281,1
FLEV1,9281,3
FLEV2,9281,3
FLEV3,9281,4
FLEV4,9281,8
FLC,9282,1
FLEV1,9282,3
FLEV2,9282,3
FLEV3,9282,4
FLEV4,9282,8
FLC,9283,1
FLEV1,9283,3
FLEV2,9283,3
FLEV3,9283,4
FLEV4,9283,8
FLC,9284,1
FLEV1,9284,3
FLEV2,9284,3
FLEV3,9284,4
FLEV4,9284,8
FLC,9285,1
FLEV1,9285,3
FLEV2,9285,3
FLEV3,9285,4
FLEV4,9285,8
FLC,9286,1
FLEV1,9286,3
FLEV2,9286,3
FLEV3,9286,4
FLEV4,9286,8
FLC,9287,1
FLEV1,9287,3
FLEV2,9287,3
FLEV3,9287,4
FLEV4,9287,8
FLC,9288,1
FLEV1,9288,3
FLEV2,9288,3
FLEV3,9288,4
FLEV4,9288,8
FLC,9289,1
FLEV1,9289,3
FLEV2,9289,3
FLEV3,9289,4
FLEV4,9289,8
FLC,9290,1
FLEV1,9290,3
FLEV2,9290,3
FLEV3,9290,4
FLEV4,9290,8
FLC,9291,1
FLEV1,9291,3
FLEV2,9291,3
FLEV3,9291,4
FLEV4,9291,8
FLC,9292,1
FLEV1,9292,3
FLEV2,9292,3
FLEV3,9292,4
FLEV4,9292,8
FLC,9293,1
FLEV1,9293,3
FLEV2,9293,3
FLEV3,9293,4
FLEV4,9293,8
FLC,9294,1
FLEV1,9294,3
FLEV2,9294,3
FLEV3,9294,4
FLEV4,9294,8
FLC,9295,1
FLEV1,9295,3
FLEV2,9295,3
FLEV3,9295,4
FLEV4,9295,8
FLC,9296,1
FLEV1,9296,3
FLEV2,9296,3
FLEV3,9296,4
FLEV4,9296,8
FLC,9297,1
FLEV1,9297,3
FLEV2,9297,3
FLEV3,9297,4
FLEV4,9297,8
FLC,9298,1
FLEV1,9298,3
FLEV2,9298,3
FLEV3,9298,4
FLEV4,9298,8
FLC,9299,1
FLEV1,9299,3
FLEV2,9299,3
FLEV3,9299,4
FLEV4,9299,8
FLC,9300,1
FLEV1,9300,3
FLEV2,9300,3
FLEV3,9300,4
FLEV4,9300,8
FLC,9301,1
FLEV1,9301,3
FLEV2,9301,3
FLEV3,9301,4
FLEV4,9301,8
FLC,9302,1
FLEV1,9302,3
FLEV2,9302,3
FLEV3,9302,4
FLEV4,9302,8
FLC,9303,1
FLEV1,9303,3
FLEV2,9303,3
FLEV3,9303,4
FLEV4,9303,8
FLC,9304,1
FLEV1,9304,3
FLEV2,9304,3
FLEV3,9304,4
FLEV4,9304,8
FLC,9305,1
FLEV1,9305,3
FLEV2,9305,3
FLEV3,9305,4
FLEV4,9305,8
FLC,9306,1
FLEV1,9306,3
FLEV2,9306,3
FLEV3,9306,4
FLEV4,9306,8
FLC,9307,1
FLEV1,9307,3
FLEV2,9307,3
FLEV3,9307,4
FLEV4,9307,8
FLC,9308,1
FLEV1,9308,3
FLEV2,9308,3
FLEV3,9308,4
FLEV4,9308,8
FLC,9309,1
FLEV1,9309,3
FLEV2,9309,3
FLEV3,9309,4
FLEV4,9309,8
FLC,9310,1
FLEV1,9310,3
FLEV2,9310,3
FLEV3,9310,4
FLEV4,9310,8
FLC,9311,1
FLEV1,9311,3
FLEV2,9311,3
FLEV3,9311,4
FLEV4,9311,8
FLC,9312,1
FLEV1,9312,3
FLEV2,9312,3
FLEV3,9312,4
FLEV4,9312,8
FLC,9313,1
FLEV1,9313,3
FLEV2,9313,3
FLEV3,9313,4
FLEV4,9313,8
FLC,9314,1
FLEV1,9314,3
FLEV2,9314,3
FLEV3,9314,4
FLEV4,9314,8
FLC,9315,1
FLEV1,9315,3
FLEV2,9315,3
FLEV3,9315,4
FLEV4,9315,8
FLC,9316,1
FLEV1,9316,3
FLEV2,9316,3
FLEV3,9316,4
FLEV4,9316,8
FLC,9317,1
FLEV1,9317,3
FLEV2,9317,3
FLEV3,9317,4
FLEV4,9317,8
FLC,9318,1
FLEV1,9318,3
FLEV2,9318,3
FLEV3,9318,4
FLEV4,9318,8
FLC,9319,1
FLEV1,9319,3
FLEV2,9319,3
FLEV3,9319,4
FLEV4,9319,8
FLC,9320,1
FLEV1,9320,3
FLEV2,9320,3
FLEV3,9320,4
FLEV4,9320,8
FLC,9321,1
FLEV1,9321,3
FLEV2,9321,3
FLEV3,9321,4
FLEV4,9321,8
FLC,9322,1
FLEV1,9322,3
FLEV2,9322,3
FLEV3,9322,4
FLEV4,9322,8
FLC,9323,1
FLEV1,9323,3
FLEV2,9323,3
FLEV3,9323,4
FLEV4,9323,8
FLC,9324,1
FLEV1,9324,3
FLEV2,9324,3
FLEV3,9324,4
FLEV4,9324,8
FLC,9325,1
FLEV1,9325,3
FLEV2,9325,3
FLEV3,9325,4
FLEV4,9325,8
FLC,9326,1
FLEV1,9326,3
FLEV2,9326,3
FLEV3,9326,4
FLEV4,9326,8
FLC,9327,1
FLEV1,9327,3
FLEV2,9327,3
FLEV3,9327,4
FLEV4,9327,8
FLC,9328,1
FLEV1,9328,3
FLEV2,9328,3
FLEV3,9328,4
FLEV4,9328,8
FLC,9329,1
FLEV1,9329,3
FLEV2,9329,3
FLEV3,9329,4
FLEV4,9329,8
FLC,9330,1
FLEV1,9330,3
FLEV2,9330,3
FLEV3,9330,4
FLEV4,9330,8
FLC,9331,1
FLEV1,9331,3
FLEV2,9331,3
FLEV3,9331,4
FLEV4,9331,8
FLC,9332,1
FLEV1,9332,3
FLEV2,9332,3
FLEV3,9332,4
FLEV4,9332,8
FLC,9333,1
FLEV1,9333,3
FLEV2,9333,3
FLEV3,9333,4
FLEV4,9333,8
FLC,9334,1
FLEV1,9334,3
FLEV2,9334,3
FLEV3,9334,4
FLEV4,9334,8
FLC,9335,1
FLEV1,9335,3
FLEV2,9335,3
FLEV3,9335,4
FLEV4,9335,8
FLC,9336,1
FLEV1,9336,3
FLEV2,9336,3
FLEV3,9336,4
FLEV4,9336,8
FLC,9337,1
FLEV1,9337,3
FLEV2,9337,3
FLEV3,9337,4
FLEV4,9337,8
FLC,9338,1
FLEV1,9338,3
FLEV2,9338,3
FLEV3,9338,4
FLEV4,9338,8
FLC,9339,1
FLEV1,9339,3
FLEV2,9339,3
FLEV3,9339,4
FLEV4,9339,8
FLC,9340,1
FLEV1,9340,3
FLEV2,9340,3
FLEV3,9340,4
FLEV4,9340,8
FLC,9341,1
FLEV1,9341,3
FLEV2,9341,3
FLEV3,9341,4
FLEV4,9341,8
FLC,9342,1
FLEV1,9342,3
FLEV2,9342,3
FLEV3,9342,4
FLEV4,9342,8
FLC,9343,1
FLEV1,9343,3
FLEV2,9343,3
FLEV3,9343,4
FLEV4,9343,8
FLC,9344,1
FLEV1,9344,3
FLEV2,9344,3
FLEV3,9344,4
FLEV4,9344,8
FLC,9345,1
FLEV1,9345,3
FLEV2,9345,3
FLEV3,9345,4
FLEV4,9345,8
FLC,9346,1
FLEV1,9346,3
FLEV2,9346,3
FLEV3,9346,4
FLEV4,9346,8
FLC,9347,1
FLEV1,9347,3
FLEV2,9347,3
FLEV3,9347,4
FLEV4,9347,8
FLC,9348,1
FLEV1,9348,3
FLEV2,9348,3
FLEV3,9348,4
FLEV4,9348,8
FLC,9349,1
FLEV1,9349,3
FLEV2,9349,3
FLEV3,9349,4
FLEV4,9349,8
FLC,9350,1
FLEV1,9350,3
FLEV2,9350,3
FLEV3,9350,4
FLEV4,9350,8
FLC,9351,1
FLEV1,9351,3
FLEV2,9351,3
FLEV3,9351,4
FLEV4,9351,8
FLC,9352,1
FLEV1,9352,3
FLEV2,9352,3
FLEV3,9352,4
FLEV4,9352,8
FLC,9353,1
FLEV1,9353,3
FLEV2,9353,3
FLEV3,9353,4
FLEV4,9353,8
FLC,9354,1
FLEV1,9354,3
FLEV2,9354,3
FLEV3,9354,4
FLEV4,9354,8
FLC,9355,1
FLEV1,9355,3
FLEV2,9355,3
FLEV3,9355,4
FLEV4,9355,8
FLC,9356,1
FLEV1,9356,3
FLEV2,9356,3
FLEV3,9356,4
FLEV4,9356,8
FLC,9357,1
FLEV1,9357,3
FLEV2,9357,3
FLEV3,9357,4
FLEV4,9357,8
FLC,9358,1
FLEV1,9358,3
FLEV2,9358,3
FLEV3,9358,4
FLEV4,9358,8
FLC,9359,1
FLEV1,9359,3
FLEV2,9359,3
FLEV3,9359,4
FLEV4,9359,8
FLC,9360,1
FLEV1,9360,3
FLEV2,9360,3
FLEV3,9360,4
FLEV4,9360,8
FLC,9361,1
FLEV1,9361,3
FLEV2,9361,3
FLEV3,9361,4
FLEV4,9361,8
FLC,9362,1
FLEV1,9362,3
FLEV2,9362,3
FLEV3,9362,4
FLEV4,9362,8
FLC,9363,1
FLEV1,9363,3
FLEV2,9363,3
FLEV3,9363,4
FLEV4,9363,8
FLC,9364,1
FLEV1,9364,3
FLEV2,9364,3
FLEV3,9364,4
FLEV4,9364,8
FLC,9365,1
FLEV1,9365,3
FLEV2,9365,3
FLEV3,9365,4
FLEV4,9365,8
FLC,9366,1
FLEV1,9366,3
FLEV2,9366,3
FLEV3,9366,4
FLEV4,9366,8
FLC,9367,1
FLEV1,9367,3
FLEV2,9367,3
FLEV3,9367,4
FLEV4,9367,8
FLC,9368,1
FLEV1,9368,3
FLEV2,9368,3
FLEV3,9368,4
FLEV4,9368,8
FLC,9369,1
FLEV1,9369,3
FLEV2,9369,3
FLEV3,9369,4
FLEV4,9369,8
FLC,9370,1
FLEV1,9370,3
FLEV2,9370,3
FLEV3,9370,4
FLEV4,9370,8
FLC,9371,1
FLEV1,9371,3
FLEV2,9371,3
FLEV3,9371,4
FLEV4,9371,8
FLC,9372,1
FLEV1,9372,3
FLEV2,9372,3
FLEV3,9372,4
FLEV4,9372,8
FLC,9373,1
FLEV1,9373,3
FLEV2,9373,3
FLEV3,9373,4
FLEV4,9373,8
FLC,9374,1
FLEV1,9374,3
FLEV2,9374,3
FLEV3,9374,4
FLEV4,9374,8
FLC,9375,1
FLEV1,9375,3
FLEV2,9375,3
FLEV3,9375,4
FLEV4,9375,8
FLC,9376,1
FLEV1,9376,3
FLEV2,9376,3
FLEV3,9376,4
FLEV4,9376,8
FLC,9377,1
FLEV1,9377,3
FLEV2,9377,3
FLEV3,9377,4
FLEV4,9377,8
FLC,9378,1
FLEV1,9378,3
FLEV2,9378,3
FLEV3,9378,4
FLEV4,9378,8
FLC,9379,1
FLEV1,9379,3
FLEV2,9379,3
FLEV3,9379,4
FLEV4,9379,8
FLC,9380,1
FLEV1,9380,3
FLEV2,9380,3
FLEV3,9380,4
FLEV4,9380,8
FLC,9381,1
FLEV1,9381,3
FLEV2,9381,3
FLEV3,9381,4
FLEV4,9381,8
FLC,9382,1
FLEV1,9382,3
FLEV2,9382,3
FLEV3,9382,4
FLEV4,9382,8
FLC,9383,1
FLEV1,9383,3
FLEV2,9383,3
FLEV3,9383,4
FLEV4,9383,8
FLC,9384,1
FLEV1,9384,3
FLEV2,9384,3
FLEV3,9384,4
FLEV4,9384,8
FLC,9385,1
FLEV1,9385,3
FLEV2,9385,3
FLEV3,9385,4
FLEV4,9385,8
FLC,9386,1
FLEV1,9386,3
FLEV2,9386,3
FLEV3,9386,4
FLEV4,9386,8
FLC,9387,1
FLEV1,9387,3
FLEV2,9387,3
FLEV3,9387,4
FLEV4,9387,8
FLC,9388,1
FLEV1,9388,3
FLEV2,9388,3
FLEV3,9388,4
FLEV4,9388,8
FLC,9389,1
FLEV1,9389,3
FLEV2,9389,3
FLEV3,9389,4
FLEV4,9389,8
FLC,9390,1
FLEV1,9390,3
FLEV2,9390,3
FLEV3,9390,4
FLEV4,9390,8
FLC,9391,1
FLEV1,9391,3
FLEV2,9391,3
FLEV3,9391,4
FLEV4,9391,8
FLC,9392,1
FLEV1,9392,3
FLEV2,9392,3
FLEV3,9392,4
FLEV4,9392,8
FLC,9393,1
FLEV1,9393,3
FLEV2,9393,3
FLEV3,9393,4
FLEV4,9393,8
FLC,9394,1
FLEV1,9394,3
FLEV2,9394,3
FLEV3,9394,4
FLEV4,9394,8
FLC,9395,1
FLEV1,9395,3
FLEV2,9395,3
FLEV3,9395,4
FLEV4,9395,8
FLC,9396,1
FLEV1,9396,3
FLEV2,9396,3
FLEV3,9396,4
FLEV4,9396,8
FLC,9397,1
FLEV1,9397,3
FLEV2,9397,3
FLEV3,9397,4
FLEV4,9397,8
FLC,9398,1
FLEV1,9398,3
FLEV2,9398,3
FLEV3,9398,4
FLEV4,9398,8
FLC,9399,1
FLEV1,9399,3
FLEV2,9399,3
FLEV3,9399,4
FLEV4,9399,8
FLC,9400,1
FLEV1,9400,3
FLEV2,9400,3
FLEV3,9400,4
FLEV4,9400,8
FLC,9401,1
FLEV1,9401,3
FLEV2,9401,3
FLEV3,9401,4
FLEV4,9401,8
FLC,9402,1
FLEV1,9402,3
FLEV2,9402,3
FLEV3,9402,4
FLEV4,9402,8
FLC,9403,1
FLEV1,9403,3
FLEV2,9403,3
FLEV3,9403,4
FLEV4,9403,8
FLC,9404,1
FLEV1,9404,3
FLEV2,9404,3
FLEV3,9404,4
FLEV4,9404,8
FLC,9405,1
FLEV1,9405,3
FLEV2,9405,3
FLEV3,9405,4
FLEV4,9405,8
FLC,9406,1
FLEV1,9406,3
FLEV2,9406,3
FLEV3,9406,4
FLEV4,9406,8
FLC,9407,1
FLEV1,9407,3
FLEV2,9407,3
FLEV3,9407,4
FLEV4,9407,8
FLC,9408,1
FLEV1,9408,3
FLEV2,9408,3
FLEV3,9408,4
FLEV4,9408,8
FLC,9409,1
FLEV1,9409,3
FLEV2,9409,3
FLEV3,9409,4
FLEV4,9409,8
FLC,9410,1
FLEV1,9410,3
FLEV2,9410,3
FLEV3,9410,4
FLEV4,9410,8
FLC,9411,1
FLEV1,9411,3
FLEV2,9411,3
FLEV3,9411,4
FLEV4,9411,8
FLC,9412,1
FLEV1,9412,3
FLEV2,9412,3
FLEV3,9412,4
FLEV4,9412,8
FLC,9413,1
FLEV1,9413,3
FLEV2,9413,3
FLEV3,9413,4
FLEV4,9413,8
FLC,9414,1
FLEV1,9414,3
FLEV2,9414,3
FLEV3,9414,4
FLEV4,9414,8
FLC,9415,1
FLEV1,9415,3
FLEV2,9415,3
FLEV3,9415,4
FLEV4,9415,8
FLC,9416,1
FLEV1,9416,3
FLEV2,9416,3
FLEV3,9416,4
FLEV4,9416,8
FLC,9417,1
FLEV1,9417,3
FLEV2,9417,3
FLEV3,9417,4
FLEV4,9417,8
FLC,9418,1
FLEV1,9418,3
FLEV2,9418,3
FLEV3,9418,4
FLEV4,9418,8
FLC,9419,1
FLEV1,9419,3
FLEV2,9419,3
FLEV3,9419,4
FLEV4,9419,8
FLC,9420,1
FLEV1,9420,3
FLEV2,9420,3
FLEV3,9420,4
FLEV4,9420,8
FLC,9421,1
FLEV1,9421,3
FLEV2,9421,3
FLEV3,9421,4
FLEV4,9421,8
FLC,9422,1
FLEV1,9422,3
FLEV2,9422,3
FLEV3,9422,4
FLEV4,9422,8
FLC,9423,1
FLEV1,9423,3
FLEV2,9423,3
FLEV3,9423,4
FLEV4,9423,8
FLC,9424,1
FLEV1,9424,3
FLEV2,9424,3
FLEV3,9424,4
FLEV4,9424,8
FLC,9425,1
FLEV1,9425,3
FLEV2,9425,3
FLEV3,9425,4
FLEV4,9425,8
FLC,9426,1
FLEV1,9426,3
FLEV2,9426,3
FLEV3,9426,4
FLEV4,9426,8
FLC,9427,1
FLEV1,9427,3
FLEV2,9427,3
FLEV3,9427,4
FLEV4,9427,8
FLC,9428,1
FLEV1,9428,3
FLEV2,9428,3
FLEV3,9428,4
FLEV4,9428,8
FLC,9429,1
FLEV1,9429,3
FLEV2,9429,3
FLEV3,9429,4
FLEV4,9429,8
FLC,9430,1
FLEV1,9430,3
FLEV2,9430,3
FLEV3,9430,4
FLEV4,9430,8
FLC,9431,1
FLEV1,9431,3
FLEV2,9431,3
FLEV3,9431,4
FLEV4,9431,8
FLC,9432,1
FLEV1,9432,3
FLEV2,9432,3
FLEV3,9432,4
FLEV4,9432,8
FLC,9433,1
FLEV1,9433,3
FLEV2,9433,3
FLEV3,9433,4
FLEV4,9433,8
FLC,9434,1
FLEV1,9434,3
FLEV2,9434,3
FLEV3,9434,4
FLEV4,9434,8
FLC,9435,1
FLEV1,9435,3
FLEV2,9435,3
FLEV3,9435,4
FLEV4,9435,8
FLC,9436,1
FLEV1,9436,3
FLEV2,9436,3
FLEV3,9436,4
FLEV4,9436,8
FLC,9437,1
FLEV1,9437,3
FLEV2,9437,3
FLEV3,9437,4
FLEV4,9437,8
FLC,9438,1
FLEV1,9438,3
FLEV2,9438,3
FLEV3,9438,4
FLEV4,9438,8
FLC,9439,1
FLEV1,9439,3
FLEV2,9439,3
FLEV3,9439,4
FLEV4,9439,8
FLC,9440,1
FLEV1,9440,3
FLEV2,9440,3
FLEV3,9440,4
FLEV4,9440,8
FLC,9441,1
FLEV1,9441,3
FLEV2,9441,3
FLEV3,9441,4
FLEV4,9441,8
FLC,9442,1
FLEV1,9442,3
FLEV2,9442,3
FLEV3,9442,4
FLEV4,9442,8
FLC,9443,1
FLEV1,9443,3
FLEV2,9443,3
FLEV3,9443,4
FLEV4,9443,8
FLC,9444,1
FLEV1,9444,3
FLEV2,9444,3
FLEV3,9444,4
FLEV4,9444,8
FLC,9445,1
FLEV1,9445,3
FLEV2,9445,3
FLEV3,9445,4
FLEV4,9445,8
FLC,9446,1
FLEV1,9446,3
FLEV2,9446,3
FLEV3,9446,4
FLEV4,9446,8
FLC,9447,1
FLEV1,9447,3
FLEV2,9447,3
FLEV3,9447,4
FLEV4,9447,8
FLC,9448,1
FLEV1,9448,3
FLEV2,9448,3
FLEV3,9448,4
FLEV4,9448,8
FLC,9449,1
FLEV1,9449,3
FLEV2,9449,3
FLEV3,9449,4
FLEV4,9449,8
FLC,9450,1
FLEV1,9450,3
FLEV2,9450,3
FLEV3,9450,4
FLEV4,9450,8
FLC,9451,1
FLEV1,9451,3
FLEV2,9451,3
FLEV3,9451,4
FLEV4,9451,8
FLC,9452,1
FLEV1,9452,3
FLEV2,9452,3
FLEV3,9452,4
FLEV4,9452,8
FLC,9453,1
FLEV1,9453,3
FLEV2,9453,3
FLEV3,9453,4
FLEV4,9453,8
FLC,9454,1
FLEV1,9454,3
FLEV2,9454,3
FLEV3,9454,4
FLEV4,9454,8
FLC,9455,1
FLEV1,9455,3
FLEV2,9455,3
FLEV3,9455,4
FLEV4,9455,8
FLC,9456,1
FLEV1,9456,3
FLEV2,9456,3
FLEV3,9456,4
FLEV4,9456,8
FLC,9457,1
FLEV1,9457,3
FLEV2,9457,3
FLEV3,9457,4
FLEV4,9457,8
FLC,9458,1
FLEV1,9458,3
FLEV2,9458,3
FLEV3,9458,4
FLEV4,9458,8
FLC,9459,1
FLEV1,9459,3
FLEV2,9459,3
FLEV3,9459,4
FLEV4,9459,8
FLC,9460,1
FLEV1,9460,3
FLEV2,9460,3
FLEV3,9460,4
FLEV4,9460,8
FLC,9461,1
FLEV1,9461,3
FLEV2,9461,3
FLEV3,9461,4
FLEV4,9461,8
FLC,9462,1
FLEV1,9462,3
FLEV2,9462,3
FLEV3,9462,4
FLEV4,9462,8
FLC,9463,1
FLEV1,9463,3
FLEV2,9463,3
FLEV3,9463,4
FLEV4,9463,8
FLC,9464,1
FLEV1,9464,3
FLEV2,9464,3
FLEV3,9464,4
FLEV4,9464,8
FLC,9465,1
FLEV1,9465,3
FLEV2,9465,3
FLEV3,9465,4
FLEV4,9465,8
FLC,9466,1
FLEV1,9466,3
FLEV2,9466,3
FLEV3,9466,4
FLEV4,9466,8
FLC,9467,1
FLEV1,9467,3
FLEV2,9467,3
FLEV3,9467,4
FLEV4,9467,8
FLC,9468,1
FLEV1,9468,3
FLEV2,9468,3
FLEV3,9468,4
FLEV4,9468,8
FLC,9469,1
FLEV1,9469,3
FLEV2,9469,3
FLEV3,9469,4
FLEV4,9469,8
FLC,9470,1
FLEV1,9470,3
FLEV2,9470,3
FLEV3,9470,4
FLEV4,9470,8
FLC,9471,1
FLEV1,9471,3
FLEV2,9471,3
FLEV3,9471,4
FLEV4,9471,8
FLC,9472,1
FLEV1,9472,3
FLEV2,9472,3
FLEV3,9472,4
FLEV4,9472,8
FLC,9473,1
FLEV1,9473,3
FLEV2,9473,3
FLEV3,9473,4
FLEV4,9473,8
FLC,9474,1
FLEV1,9474,3
FLEV2,9474,3
FLEV3,9474,4
FLEV4,9474,8
FLC,9475,1
FLEV1,9475,3
FLEV2,9475,3
FLEV3,9475,4
FLEV4,9475,8
FLC,9476,1
FLEV1,9476,3
FLEV2,9476,3
FLEV3,9476,4
FLEV4,9476,8
FLC,9477,1
FLEV1,9477,3
FLEV2,9477,3
FLEV3,9477,4
FLEV4,9477,8
FLC,9478,1
FLEV1,9478,3
FLEV2,9478,3
FLEV3,9478,4
FLEV4,9478,8
FLC,9479,1
FLEV1,9479,3
FLEV2,9479,3
FLEV3,9479,4
FLEV4,9479,8
FLC,9480,1
FLEV1,9480,3
FLEV2,9480,3
FLEV3,9480,4
FLEV4,9480,8
FLC,9481,1
FLEV1,9481,3
FLEV2,9481,3
FLEV3,9481,4
FLEV4,9481,8
FLC,9482,1
FLEV1,9482,3
FLEV2,9482,3
FLEV3,9482,4
FLEV4,9482,8
FLC,9483,1
FLEV1,9483,3
FLEV2,9483,3
FLEV3,9483,4
FLEV4,9483,8
FLC,9484,1
FLEV1,9484,3
FLEV2,9484,3
FLEV3,9484,4
FLEV4,9484,8
FLC,9485,1
FLEV1,9485,3
FLEV2,9485,3
FLEV3,9485,4
FLEV4,9485,8
FLC,9486,1
FLEV1,9486,3
FLEV2,9486,3
FLEV3,9486,4
FLEV4,9486,8
FLC,9487,1
FLEV1,9487,3
FLEV2,9487,3
FLEV3,9487,4
FLEV4,9487,8
FLC,9488,1
FLEV1,9488,3
FLEV2,9488,3
FLEV3,9488,4
FLEV4,9488,8
FLC,9489,1
FLEV1,9489,3
FLEV2,9489,3
FLEV3,9489,4
FLEV4,9489,8
FLC,9490,1
FLEV1,9490,3
FLEV2,9490,3
FLEV3,9490,4
FLEV4,9490,8
FLC,9491,1
FLEV1,9491,3
FLEV2,9491,3
FLEV3,9491,4
FLEV4,9491,8
FLC,9492,1
FLEV1,9492,3
FLEV2,9492,3
FLEV3,9492,4
FLEV4,9492,8
FLC,9493,1
FLEV1,9493,3
FLEV2,9493,3
FLEV3,9493,4
FLEV4,9493,8
FLC,9494,1
FLEV1,9494,3
FLEV2,9494,3
FLEV3,9494,4
FLEV4,9494,8
FLC,9495,1
FLEV1,9495,3
FLEV2,9495,3
FLEV3,9495,4
FLEV4,9495,8
FLC,9496,1
FLEV1,9496,3
FLEV2,9496,3
FLEV3,9496,4
FLEV4,9496,8
FLC,9497,1
